xdata ydata 
0.0 0.008995593814200604 
0.0005002501250625312 0.008995593814267672 
0.0010005002501250625 0.008995593814402045 
0.0015007503751875936 0.008995593814603969 
0.002001000500250125 0.008995593814873658 
0.0025012506253126563 0.008995593815211653 
0.003001500750375187 0.008995593815618558 
0.0035017508754377185 0.008995593816095219 
0.00400200100050025 0.008995593816642281 
0.004502251125562781 0.008995593817260781 
0.0050025012506253125 0.008995593817952044 
0.005502751375687844 0.008995593818717 
0.006003001500750374 0.008995593819557297 
0.006503251625812906 0.008995593820474252 
0.007003501750875437 0.008995593821469474 
0.007503751875937968 0.00899559382254517 
0.0080040020010005 0.008995593823702915 
0.00850425212606303 0.00899559382494502 
0.009004502251125562 0.008995593826273638 
0.009504752376188093 0.008995593827691386 
0.010005002501250625 0.00899559382920085 
0.010505252626313155 0.008995593830804819 
0.011005502751375688 0.00899559383250618 
0.011505752876438218 0.00899559383430835 
0.012006003001500749 0.008995593836214642 
0.01250625312656328 0.008995593838228722 
0.013006503251625811 0.008995593840354366 
0.013506753376688344 0.00899559384259556 
0.014007003501750874 0.008995593844956814 
0.014507253626813406 0.008995593847442494 
0.015007503751875937 0.008995593850057491 
0.015507753876938469 0.008995593852806958 
0.016008004002001 0.00899559385569624 
0.01650825412706353 0.008995593858730885 
0.01700850425212606 0.008995593861917055 
0.017508754377188594 0.008995593865260776 
0.018009004502251125 0.00899559386876888 
0.018509254627313655 0.00899559387244829 
0.019009504752376186 0.008995593876306308 
0.01950975487743872 0.008995593880350643 
0.02001000500250125 0.008995593884589414 
0.02051025512756378 0.008995593889031173 
0.02101050525262631 0.008995593893684794 
0.02151075537768884 0.008995593898559692 
0.022011005502751375 0.00899559390366573 
0.022511255627813906 0.008995593909013328 
0.023011505752876436 0.00899559391461327 
0.023511755877938967 0.008995593920476856 
0.024012006003001497 0.008995593926616214 
0.02451225612806403 0.008995593933043717 
0.02501250625312656 0.008995593939772463 
0.025512756378189092 0.008995593946816333 
0.026013006503251623 0.008995593954189526 
0.026513256628314157 0.008995593961907303 
0.027013506753376687 0.008995593969985331 
0.027513756878439218 0.008995593978440169 
0.028014007003501748 0.008995593987289168 
0.02851425712856428 0.008995593996550288 
0.029014507253626812 0.008995594006242624 
0.029514757378689343 0.008995594016385784 
0.030015007503751873 0.008995594027000769 
0.030515257628814404 0.008995594038108996 
0.031015507753876938 0.008995594049733331 
0.03151575787893947 0.008995594061897337 
0.032016008004002 0.0089955940746258 
0.03251625812906453 0.008995594087944609 
0.03301650825412706 0.008995594101880925 
0.03351675837918959 0.008995594116462892 
0.03401700850425212 0.008995594131720153 
0.03451725862931466 0.008995594147683557 
0.03501750875437719 0.008995594164385308 
0.03551775887943972 0.008995594181859185 
0.03601800900450225 0.008995594200140154 
0.03651825912956478 0.008995594219265147 
0.03701850925462731 0.008995594239272448 
0.03751875937968984 0.008995594260202255 
0.03801900950475237 0.008995594282096116 
0.0385192596298149 0.008995594304997844 
0.03901950975487744 0.008995594328953093 
0.03951975987993997 0.00899559435400929 
0.0400200100050025 0.008995594380216135 
0.04052026013006503 0.008995594407625323 
0.04102051025512756 0.008995594436291013 
0.04152076038019009 0.008995594466269682 
0.04202101050525262 0.008995594497620094 
0.04252126063031515 0.008995594530403703 
0.04302151075537768 0.008995594564684456 
0.04352176088044022 0.008995594600529254 
0.04402201100550275 0.008995594638007896 
0.04452226113056528 0.008995594677192947 
0.04502251125562781 0.008995594718160343 
0.04552276138069034 0.008995594760989154 
0.04602301150575287 0.008995594805761727 
0.0465232616308154 0.008995594852564312 
0.047023511755877934 0.008995594901486242 
0.047523761880940464 0.00899559495262135 
0.048024012006002995 0.008995595006067 
0.04852426213106553 0.00899559506192471 
0.04902451225612806 0.008995595120300544 
0.04952476238119059 0.008995595181305108 
0.05002501250625312 0.008995595245053294 
0.050525262631315654 0.008995595311665253 
0.051025512756378184 0.008995595381266094 
0.051525762881440715 0.008995595453985998 
0.052026013006503245 0.008995595529961136 
0.052526263131565776 0.00899559560933275 
0.05302651325662831 0.00899559569224878 
0.053526763381690844 0.00899559577886267 
0.054027013506753374 0.00899559586933469 
0.054527263631815905 0.008995595963831706 
0.055027513756878435 0.008995596062527821 
0.055527763881940966 0.008995596165603904 
0.056028014007003496 0.008995596273248817 
0.056528264132066026 0.00899559638565924 
0.05702851425712856 0.008995596503039915 
0.057528764382191094 0.008995596625604075 
0.058029014507253625 0.00899559675357388 
0.058529264632316155 0.008995596887180777 
0.059029514757378686 0.008995597026665695 
0.059529764882441216 0.008995597172279546 
0.06003001500750375 0.008995597324283636 
0.06053026513256628 0.00899559748295002 
0.06103051525762881 0.008995597648562042 
0.06153076538269134 0.00899559782141463 
0.062031015507753876 0.00899559800181489 
0.0625312656328164 0.008995598190082504 
0.06303151575787894 0.008995598386550202 
0.06353176588294146 0.008995598591564569 
0.064032016008004 0.008995598805486019 
0.06453226613306653 0.00899559902868994 
0.06503251625812906 0.008995599261566919 
0.0655327663831916 0.008995599504523546 
0.06603301650825412 0.008995599757982746 
0.06653326663331666 0.00899560002238493 
0.06703351675837918 0.008995600298188024 
0.06753376688344172 0.008995600585868806 
0.06803401700850424 0.008995600885922998 
0.06853426713356678 0.008995601198866837 
0.06903451725862932 0.008995601525236901 
0.06953476738369184 0.008995601865591648 
0.07003501750875438 0.00899560222051191 
0.0705352676338169 0.008995602590601929 
0.07103551775887944 0.008995602976489983 
0.07153576788394196 0.008995603378829757 
0.0720360180090045 0.00899560379830088 
0.07253626813406702 0.00899560423561038 
0.07303651825912956 0.008995604691493301 
0.0735367683841921 0.008995605166713714 
0.07403701850925462 0.008995605662066699 
0.07453726863431716 0.008995606178378466 
0.07503751875937968 0.008995606716507865 
0.07553776888444222 0.008995607277348333 
0.07603801900950474 0.008995607861827891 
0.07653826913456728 0.008995608470911907 
0.0770385192596298 0.008995609105603328 
0.07753876938469234 0.008995609766944797 
0.07803901950975488 0.008995610456019926 
0.0785392696348174 0.008995611173954707 
0.07903951975987994 0.008995611921919555 
0.07953976988494246 0.008995612701130327 
0.080040020010005 0.008995613512850841 
0.08054027013506752 0.008995614358393886 
0.08104052026013006 0.008995615239123499 
0.08154077038519258 0.008995616156456748 
0.08204102051025512 0.008995617111866005 
0.08254127063531766 0.008995618106880416 
0.08304152076038018 0.008995619143088624 
0.08354177088544272 0.00899562022214051 
0.08404202101050524 0.008995621345749862 
0.08454227113556778 0.00899562251569647 
0.0850425212606303 0.008995623733828607 
0.08554277138569284 0.008995625002065764 
0.08604302151075537 0.008995626322400823 
0.0865432716358179 0.008995627696903449 
0.08704352176088044 0.008995629127722294 
0.08754377188594296 0.008995630617088163 
0.0880440220110055 0.008995632167316787 
0.08854427213606803 0.00899563378081266 
0.08904452226113056 0.008995635460071228 
0.08954477238619309 0.008995637207682912 
0.09004502251125562 0.008995639026336492 
0.09054527263631815 0.008995640918822396 
0.09104552276138068 0.008995642888036825 
0.09154577288644322 0.008995644936984857 
0.09204602301150575 0.008995647068785369 
0.09254627313656828 0.008995649286674411 
0.0930465232616308 0.008995651594009607 
0.09354677338669334 0.008995653994274594 
0.09404702351175587 0.008995656491083562 
0.0945472736368184 0.008995659088186071 
0.09504752376188093 0.008995661789471336 
0.09554777388694347 0.008995664598973994 
0.09604802401200599 0.00899566752087865 
0.09654827413706853 0.00899567055952571 
0.09704852426213106 0.008995673719416576 
0.09754877438719359 0.008995677005219367 
0.09804902451225612 0.008995680421775272 
0.09854927463731865 0.008995683974103991 
0.09904952476238119 0.008995687667410688 
0.09954977488744371 0.008995691507091964 
0.10005002501250625 0.008995695498743073 
0.10055027513756877 0.008995699648164816 
0.10105052526263131 0.008995703961370196 
0.10155077538769385 0.008995708444592779 
0.10205102551275637 0.008995713104293613 
0.1025512756378189 0.008995717947169628 
0.10305152576288143 0.008995722980161555 
0.10355177588794397 0.00899572821046271 
0.10405202601300649 0.008995733645527611 
0.10455227613806903 0.00899573929308085 
0.10505252626313155 0.008995745161126703 
0.10555277638819409 0.008995751257958805 
0.10605302651325663 0.008995757592169841 
0.10655327663831915 0.008995764172662023 
0.10705352676338169 0.008995771008657949 
0.10755377688844421 0.008995778109711063 
0.10805402701350675 0.008995785485717589 
0.10855427713856927 0.00899579314692763 
0.10905452726363181 0.00899580110395755 
0.10955477738869433 0.008995809367802553 
0.11005502751375687 0.008995817949849714 
0.11055527763881941 0.008995826861890328 
